weight,age_group,sex,province,visibile_minority,family_income,main_activity,likely_future_edu,desired_future_edu,obstacles,obstacles_future_edu
863.7599,25 to 34 years,Male,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
621.9359,35 to 44 years,Female,Quebec,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Personal health
2709.5636,25 to 34 years,Male,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
4179.7983,15 to 24 years,Male,Ontario,Visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
6912.3961,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2564.5956,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
3362.0982,45 to 54 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Personal health
2143.7518,15 to 24 years,Male,Ontario,Visible minority,"$50,000 to $74,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Other - Specify
482.5111,35 to 44 years,Male,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
1771.343,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
239.1952,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4424.9978,15 to 24 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
12102.0352,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
350.8922,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
10080.683,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
922.6382,15 to 24 years,Female,Saskatchewan,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
4119.6832,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3102.8222,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
784.9895,25 to 34 years,Female,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3004.8548,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
944.2517,15 to 24 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
4272.6384,15 to 24 years,Female,Ontario,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
2941.677,15 to 24 years,Male,British Columbia,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
2106.7842,15 to 24 years,Male,Saskatchewan,Visible minority,"$75,000 to $99,999",Going to school,"NA","University first professional degree, such as medicine, d...",No,"NA"
7383.2136,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
7059.3602,25 to 34 years,Male,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3265.2695,15 to 24 years,Male,Ontario,"NA","$125,000 or more",Going to school,College or CEGEP,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
4777.7105,25 to 34 years,Male,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,Yes,Financial situation
3274.9485,15 to 24 years,Female,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,College or CEGEP,No,"NA"
7313.7995,15 to 24 years,Male,British Columbia,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
683.7485,45 to 54 years,Male,Nova Scotia,Not a visible minority,"$100,000 to $124,999",Going to school,High school diploma or graduation equivalency,College or CEGEP,Yes,Personal health
5013.0608,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2485.5333,15 to 24 years,Male,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4364.8026,15 to 24 years,Female,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Takes too long
4638.1115,15 to 24 years,Female,Ontario,Visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
359.4132,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
9923.9424,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
1761.1125,25 to 34 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
619.3798,25 to 34 years,Female,Manitoba,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
1200.1505,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
1369.1272,15 to 24 years,Female,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
1223.7805,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
476.4949,15 to 24 years,Female,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
3879.5005,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2458.51,15 to 24 years,Male,Manitoba,Not a visible minority,"$75,000 to $99,999",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
4186.5622,15 to 24 years,Female,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
2805.7984,15 to 24 years,Female,Alberta,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4101.2219,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
6237.3786,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Takes too long
3400.1451,15 to 24 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2223.2873,15 to 24 years,Female,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
1612.5203,35 to 44 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,College or CEGEP,Yes,Other - Specify
306.0263,25 to 34 years,Male,New Brunswick,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
4524.5658,15 to 24 years,Female,Quebec,Visible minority,"$75,000 to $99,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
3420.4066,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2350.5093,25 to 34 years,Female,Ontario,Visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
5621.1194,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
3643.8348,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
816.2632,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2347.6519,25 to 34 years,Male,Alberta,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2685.1726,15 to 24 years,Male,Alberta,Visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,"University first professional degree, such as medicine, d...",Yes,Other - Specify
4485.0498,15 to 24 years,Male,Alberta,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,"University first professional degree, such as medicine, d...",No,"NA"
458.1447,15 to 24 years,Female,Nova Scotia,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3416.0156,25 to 34 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,Yes,Takes too long
727.4635,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$100,000 to $124,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
1847.8654,15 to 24 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1398.8869,25 to 34 years,Male,Alberta,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
679.607,35 to 44 years,Female,British Columbia,Visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,Ph.D. (university-earned doctorate),Yes,Other - Specify
3463.9319,15 to 24 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
6127.3599,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,University bachelor's degree,No,"NA"
2736.6026,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
